Uniprot ID,Protein names,Predicted Class by Proteintox
P0CJ17,Venom protein 51.1,Neurotoxic
P0CJ34,Bradykinin inhibitor peptide ,Non-toxic
P0CJ45,Neurotoxin beta-KTx 52.1,Neurotoxic
P0CV88,Snaclec convulxin subunit beta homolog,Neurotoxic
P0CV90,Snake venom serine protease homolog ,Non-toxic
P0CY61,Conotoxin Bu2,Neurotoxic
P0CY62,Conotoxin Bu3,Neurotoxic
P0CY63,Conotoxin Bu4,Neurotoxic
P0CY64,Conotoxin Bu5,Neurotoxic
P0CY65,Conotoxin Bu6,Neurotoxic
P0CY67,Conotoxin Bu9,Neurotoxic
P0CY68,Conotoxin Bu10,Neurotoxic
P0CY69,Omega-conotoxin-like Bu11,Neurotoxic
P0CY70,Conotoxin Bu12,Neurotoxic
P0CY71,Conotoxin Bu13,Neurotoxic
P0CY72,Conotoxin Bu14,Neurotoxic
P0CY73,Conotoxin Bu15,Neurotoxic
P0CY74,Conotoxin Bu17,Neurotoxic
P0CY75,Conotoxin Bu19,Neurotoxic
P0CY76,Conotoxin Bu21,Neurotoxic
P0CY77,Conotoxin Bu22,Neurotoxic
P0CY78,Conotoxin Bu23,Neurotoxic
P0CY79,Conotoxin Bu24,Neurotoxic
P0CY80,Conotoxin Bu25,Neurotoxic
P0CY81,Conotoxin Bu26,Neurotoxic
P0CY82,Conotoxin Bu27 ,Neurotoxic
P0CY83,Conotoxin Bu28,Neurotoxic
P0CY87,Conotoxin Bu1.2,Neurotoxic
P0DJ33,Potassium channel toxin kappa-KTx 1.4 ,Neurotoxic
P0DJ36,Potassium channel toxin kappa-KTx 3.1 ,Neurotoxic
P0DJ37,Potassium channel toxin kappa-KTx 3.2 ,Neurotoxic
P0DJ38,Potassium channel toxin kappa-KTx 3.3 ,Neurotoxic
P0DJ39,Potassium channel toxin kappa-KTx 3.4 ,Neurotoxic
P0DJ40,Potassium channel toxin kappa-KTx 4.1 ,Non-toxic
P0DJ66,Kunitz-type serine protease inhibitor HNTX-03141017,Non-toxic
P0DJ69,Kunitz-type serine protease inhibitor HNTX-852,Neurotoxic
P0DJ74,Kunitz-type serine protease inhibitor HNTX-0109076,Neurotoxic
P0DJ96,Pro-rich toxin 4 ,Non-toxic
P0DJB0,Muscarinic toxin Mlalpha ,Neurotoxic
P0DJB2,Conotoxin Cal6.43b ,Neurotoxic
P0DJB3,Conotoxin Cltx-1 ,Neurotoxic
P0DJB4,Conotoxin Cltx-2 ,Neurotoxic
P0DJB5,Conotoxin Cltx-4 ,Neurotoxic
P0DJB6,Conotoxin Cl9a ,Neurotoxic
P0DJB7,Conotoxin Cl9b ,Neurotoxic
P0DJB8,Conotoxin Cl6a ,Neurotoxic
P0DJB9,Conotoxin Cl6c ,Neurotoxic
P0DJC0,Conotoxin Cl6d ,Neurotoxic
P0DJC4,Conotoxin Qc5.1,Neurotoxic
P0DJC5,Conotoxin Qc5.2,Neurotoxic
P0DJC6,Conotoxin Qc6.1,Neurotoxic
P0DJC7,Conotoxin Qc6.2,Neurotoxic
P0DJQ1,Basic phospholipase A2 homolog ,Non-toxic
P0DKL7,Basic phospholipase A2 homolog Vur-S49 analog ,Non-toxic
P0DKM1,Conotoxin fe11.1,Neurotoxic
P0DKM2,Turripeptide OL179,Non-toxic
P0DKM3,Turripeptide Lol6.1 ,Neurotoxic
P0DKM4,Turripeptide Lol6.2 ,Neurotoxic
P0DKM5,Turripeptide OL184,Non-toxic
P0DKM6,Turripeptide OL71,Neurotoxic
P0DKN0,Turripeptide OL135,Neurotoxic
P0DKN1,Turripeptide OL08,Neurotoxic
P0DKN2,Turripeptide Lol11.1 ,Neurotoxic
P0DKN3,Turripeptide Lol11.2 ,Neurotoxic
P0DKN4,Turripeptide OL47,Neurotoxic
P0DKN5,Turripeptide OL127,Neurotoxic
P0DKN6,Turripeptide OL57,Neurotoxic
P0DKN7,Turripeptide OL49,Neurotoxic
P0DKN8,Turripeptide OL139,Neurotoxic
P0DKN9,Turripeptide OL22 ,Neurotoxic
P0DKP0,Turripeptide OL55,Neurotoxic
P0DKP1,Turripeptide OL55-like,Neurotoxic
P0DKP2,Turripeptide OL55-like,Neurotoxic
P0DKP3,Turripeptide OL55-like,Neurotoxic
P0DKP4,Turripeptide OL172 ,Non-toxic
P0DL07,Poly-His-poly-Gly peptide 1 ,Non-toxic
P0DL08,Poly-His-poly-Gly peptide 1 ,Non-toxic
P0DL14,Cysteine-rich venom protein annuliferin-a ,Non-toxic
P0DL15,Cysteine-rich venom protein annuliferin-b ,Non-toxic
P0DL16,Cysteine-rich venom protein mossambin ,Non-toxic
P0DL17,Cysteine-rich venom protein hematin ,Non-toxic
P0DL18,Cysteine-rich venom protein okinavin ,Non-toxic
P0DL19,Cysteine-rich venom protein notescatin   ,Non-toxic
P0DL20,Cysteine-rich venom protein pseuguttin ,Non-toxic
P0DL21,Cysteine-rich venom protein collettin-a  ,Non-toxic
P0DL22,Toxin Tpa3,Non-toxic
P0DL25,Putative beta-neurotoxin,Neurotoxic
P0DL31,Omega-conotoxin RsXXVIA ,Neurotoxic
P0DL34,Potassium channel toxin alpha-KTx 30.2 ,Neurotoxic
P0DL35,Potassium channel toxin alpha-KTx 30.3 ,Neurotoxic
P0DL60,Small cysteine-rich protein  ,Neurotoxic
P0DL61,Small cysteine-rich protein  ,Neurotoxic
P0DL66,Delta-conotoxin TsVIA,Neurotoxic
P0DL69,Orphan peptide CllNtx,Neurotoxic
P0DM16,Conotoxin Mr22.1 ,Neurotoxic
P0DM17,Conotoxin Mr105,Non-toxic
P0DM18,Conotoxin Mr15.1 ,Neurotoxic
P0DM19,Conotoxin Mr15.2 ,Neurotoxic
P0DM20,Conotoxin Mr15.3 ,Neurotoxic
P0DM26,Conorfamide-Tx1  ,Non-toxic
P0DM34,Conotoxin De13.1 ,Neurotoxic
P0DM47,Protease inhibitor ,Neurotoxic
P0DM54,Bradykinin-potentiating peptide 12b ,Non-toxic
P0DM56,Venom peptide SjAPI-2 ,Neurotoxic
P0DM57,Venom peptide CtAPI ,Neurotoxic
P0DM69,Toxin OAIP 5,Neurotoxic
P0DM98,Conopeptide-pc,Neurotoxic
P0DM99,Conotoxin pc1A,Neurotoxic
P0DMA0,Conotoxin pc1b,Neurotoxic
P0DMA1,Conotoxin pc3a,Neurotoxic
P0DMA2,Conotoxin pc6b,Neurotoxic
P0DMA3,Conotoxin pc6d,Neurotoxic
P0DMA4,Conotoxin pc16c,Neurotoxic
P0DMB3,Conotoxin nt3a,Neurotoxic
P0DMD3,Putative neurotoxin 9,Neurotoxic
P0DMD4,Putative neurotoxin 10,Neurotoxic
P0DMD5,Natriuretic peptide BM026 ,Non-toxic
P0DMD7,U-metritoxin-Msn2a  ,Neurotoxic
P0DMD8,U2-sicaritoxin-Li1b ,Neurotoxic
P0DMD9,Omega-theraphotoxin-Ba1c  ,Neurotoxic
P0DME2,Peptide Ctri9610,Non-toxic
P0DME3,Peptide Ctri10036,Non-toxic
P0DME4,Peptide Ctri10033,Non-toxic
P0DME5,Peptide Ctry2801,Non-toxic
P0DME7,Peptide Hp1165,Non-toxic
P0DME9,Peptide Hp1412,Non-toxic
P0DMF0,Peptide Hp1478,Neurotoxic
P0DMF1,Peptide Ctry2146,Non-toxic
P0DMF2,Peptide Ctry2346,Non-toxic
P0DMF3,Peptide Ctry2459,Non-toxic
P0DMF4,Peptide Ctry2606,Non-toxic
P0DMF5,Peptide Ctri9194,Non-toxic
P0DMF6,Peptide Ctri9293,Non-toxic
P0DMF7,Peptide Ctri9594,Non-toxic
P0DMF8,Peptide Ctri10261,Non-toxic
P0DMF9,Peptide Ctri9677,Non-toxic
P0DMG0,Peptide Ctri9819,Non-toxic
P0DMG5,Cysteine-rich venom protein Bco13,Non-toxic
P0DMG6,Cysteine-rich venom protein Bfon12   ,Non-toxic
P0DMG7,Venom nerve growth factor Bco12  ,Non-toxic
P0DMH1,Snaclec Bfon18,Neurotoxic
P0DMH2,Snake venom metalloproteinase Bco22  ,Non-toxic
P0DMH3,Snake venom metalloproteinase Bfon25  ,Non-toxic
P0DMH4,Disintegrin ,Neurotoxic
P0DMH5,Snake venom serine protease  ,Neurotoxic
P0DMI8,Antimicrobial peptide HsAp2,Non-toxic
P0DMI9,Antimicrobial peptide HsAp3,Non-toxic
P0DMJ0,Antimicrobial peptide HsAp4,Non-toxic
P0DMW6,PI-actitoxin-Aeq3a  ,Neurotoxic
P0DMW7,PI-actitoxin-Aeq3b  ,Neurotoxic
P0DMW8,Kunitz-type proteinase inhibitor AEPI-III,Neurotoxic
P0DMW9,Kunitz-type proteinase inhibitor AEPI-IV,Neurotoxic
P0DMX5,U-actitoxin-Ael2c  ,Neurotoxic
P0DMY9,U-actitoxin-Avd12a   ,Neurotoxic
P0DMZ0,U-actitoxin-Avd12b   ,Neurotoxic
P0DMZ1,Delta-actitoxin-Avd1h  ,Neurotoxic
P0DMZ3,U-actitoxin-Avd8a  ,Neurotoxic
P0DMZ4,U-actitoxin-Avd8b  ,Neurotoxic
P0DMZ5,U-actitoxin-Avd8c  ,Neurotoxic
P0DMZ6,U-actitoxin-Avd8d  ,Neurotoxic
P0DMZ7,U-actitoxin-Avd8e  ,Neurotoxic
P0DMZ8,U-actitoxin-Avd13a/b   ,Non-toxic
P0DMZ9,U-actitoxin-Avd13b  ,Non-toxic
P0DN42,Terepressin/terephysin  ,Neurotoxic
P0DN43,Terepressin/terephysin  ,Neurotoxic
P0DN44,Tan_10cys,Neurotoxic
P0DN45,Tan_12Cys,Neurotoxic
P0DN46,Teretoxin Tan1.1,Neurotoxic
P0DN47,Teretoxin Tsu1.1,Neurotoxic
P0DN48,Teretoxin Tan6.14,Neurotoxic
P0DN49,Teretoxin Tsu6.15,Neurotoxic
P0DN50,Teretoxin Tsu6.16,Neurotoxic
P0DN51,Teretoxin Tan6.1,Neurotoxic
P0DN52,Teretoxin Tan6.2,Neurotoxic
P0DN53,Teretoxin Tsu6.4,Neurotoxic
P0DN54,Teretoxin Tsu6.5,Neurotoxic
P0DN55,Teretoxin Tan6.8,Neurotoxic
P0DN56,Teretoxin Tsu6.8,Neurotoxic
P0DN57,Teretoxin Tan9.6,Neurotoxic
P0DN58,Teretoxin Tan11.1,Neurotoxic
P0DN59,Teretoxin Tsu11.2,Neurotoxic
P0DN60,Teretoxin Tan14.1,Non-toxic
P0DN61,Teretoxin Tan15.2,Neurotoxic
P0DN62,Teretoxin Tsu15.4,Neurotoxic
P0DN63,Teretoxin Tan22.12,Neurotoxic
P0DN64,Teretoxin Tan22.13,Neurotoxic
P0DN65,Teretoxin Tan22.5,Neurotoxic
P0DOZ3,Conotoxin reg6,Non-toxic
P0DOZ4,Conantokin-Qu ,Non-toxic
P0DOZ5,Conantokin-Ca2 ,Non-toxic
P0DOZ6,Conantokin-Gm ,Non-toxic
P0DP00,Conantokin-Oc ,Non-toxic
P0DP12,Conotoxin Fi5a,Neurotoxic
P0DP46,Pi-hexatoxin-Hi1b   ,Neurotoxic
P0DP48,Pi-hexatoxin-Hi1d   ,Neurotoxic
P0DP55,Pro-neuropeptide Y ,Non-toxic
P0DPE7,Toxin CjTL7,Neurotoxic
P0DPG6,Conotoxin Mr8.2 ,Neurotoxic
P0DPJ8,Conotoxin reg3m,Neurotoxic
P0DPK7,Conotoxin tx5e,Neurotoxic
P0DPK8,Conotoxin SI.13,Neurotoxic
P0DPK9,Conotoxin SI.14,Neurotoxic
P0DPL0,Conotoxin SI.6,Neurotoxic
P0DPL1,Alpha-conotoxin-like Sm3.2,Neurotoxic
P0DPL2,Conotoxin tx3i,Neurotoxic
P0DPL3,Conotoxin tx3j,Neurotoxic
P0DPL4,Conotoxin tx5f ,Neurotoxic
P0DPL5,Conotoxin tx5g ,Neurotoxic
P0DPL6,Conotoxin tx5h ,Neurotoxic
P0DPL7,Conotoxin tx5e ,Neurotoxic
P0DPM2,Alpha-conotoxin-like Sm1.4,Neurotoxic
P0DPU4,U-scoloptoxin-Ssd2a -Ssd2a ,Non-toxic
P0DPV7,U-scutigerotoxin-Tl1a -Tl1a,Non-toxic
P0DPV8,U-scutigerotoxin-Tl1a -Tl1a,Neurotoxic
P0DPV9,U-scutigerotoxin-Tl2a -Tl2a,Non-toxic
P0DPW0,U-scutigerotoxin-Tl3a -Tl3a,Neurotoxic
P0DPW1,U-scutigerotoxin-Tl4a -Tl4a,Neurotoxic
P0DPW2,U-scutigerotoxin-Tl1a -Tl1a,Neurotoxic
P0DPW3,U-scoloptoxin-Tl1a -Tl1a,Neurotoxic
P0DPW4,U-scoloptoxin-Er1a -Er1a,Non-toxic
P0DPW5,U-scoloptoxin-Cw1a -Cw1a,Non-toxic
P0DPW6,U-scoloptoxin-Er1a -Er1a,Neurotoxic
P0DPW7,U-scoloptoxin-Sa1a -Sa1a,Neurotoxic
P0DPW8,U-scoloptoxin-Sa1b -Sa1b,Neurotoxic
P0DPX1,U-scoloptoxin-Ssd2a -Ssd2a ,Neurotoxic
P0DPX2,U-scoloptoxin-Er2a -Er2a,Non-toxic
P0DPX3,U-scoloptoxin-Sm2a -Sm2a,Neurotoxic
P0DPX4,U-scoloptoxin-Er3a -Er3a,Neurotoxic
P0DPX5,U-scoloptoxin-Sa1a -Sa1a,Non-toxic
P0DPX6,U-scoloptoxin-Sa2a -Sa2a,Neurotoxic
P0DPX7,U-scoloptoxin-Sm1a -Sm1a,Non-toxic
P0DPX8,U-scoloptoxin-Er1a -Er1a,Neurotoxic
P0DPX9,U-scoloptoxin-Er2a -Er2a,Non-toxic
P0DPY0,U-scoloptoxin-Er3a -Er3a,Non-toxic
P0DPY1,U-scoloptoxin-Cw1a -Cw1a,Non-toxic
P0DPY2,U-scoloptoxin-Sm1a -Sm1a,Non-toxic
P0DPY3,U-scoloptoxin-Er1a -Er1a,Neurotoxic
P0DPY4,U-scoloptoxin-Sm1a -Sm1a,Non-toxic
P0DPY5,U-scoloptoxin-Sm2a -Sm2a,Non-toxic
P0DPY6,U-scoloptoxin-Sm3a -Sm3a,Non-toxic
P0DPY7,U-scoloptoxin-Sa1a -Sa1a,Non-toxic
P0DPY8,U-scoloptoxin-Sa2a -Sa2a,Non-toxic
P0DPY9,U-scoloptoxin-Cw1a -Cw1a,Neurotoxic
P0DPZ0,U-scoloptoxin-Cw2a -Cw2a,Neurotoxic
P0DPZ1,U-scoloptoxin-Cw3a -Cw3a,Neurotoxic
P0DPZ3,U-scoloptoxin-Sm1a -Sm1a,Non-toxic
P0DPZ4,U-scoloptoxin-Sm2a -Sm2a,Non-toxic
P0DPZ5,U-scoloptoxin-Sa1a -Sa1a,Non-toxic
P0DPZ6,U-scoloptoxin-Sa2a -Sa2a,Non-toxic
P0DPZ7,U-scoloptoxin-Sa3a -Sa3a,Non-toxic
P0DPZ8,U-scoloptoxin-Sm3a -Sm3a,Non-toxic
P0DPZ9,U-scoloptoxin-Sm4a -Sm4a,Neurotoxic
P0DQA0,U-scoloptoxin-Sm5a -Sm5a,Non-toxic
P0DQA1,U-scoloptoxin-Sm6a -Sm6a,Non-toxic
P0DQA2,U-scoloptoxin-Sm7a -Sm7a,Non-toxic
P0DQA6,U-scoloptoxin-Sm1a -Sm1a,Neurotoxic
P0DQA7,U-scoloptoxin-Sa1a -Sa1a,Neurotoxic
P0DQA8,U-scoloptoxin-Er1a -Er1a,Neurotoxic
P0DQA9,U-scoloptoxin-Er1a -Er1a,Neurotoxic
P0DQB0,U-scoloptoxin-Sm1a -Sm1a,Neurotoxic
P0DQB1,U-scoloptoxin-Sa1a -Sa1a,Neurotoxic
P0DQB2,U-scoloptoxin-Cw1a -Cw1a,Neurotoxic
P0DQB3,U-scoloptoxin-Sm1a -Sm1a,Neurotoxic
P0DQB4,U-scoloptoxin-Er1a -Er1a,Neurotoxic
P0DQB5,U-scoloptoxin-Sa1a -Sa1a,Neurotoxic
P0DQB6,U-scoloptoxin-Sm1a -Sm1a,Neurotoxic
P0DQB7,U-scoloptoxin-Sa1a -Sa1a,Neurotoxic
P0DQB9,U-scoloptoxin-Cw1a -Cw1a,Neurotoxic
P0DQC0,U-scoloptoxin-Sa2a -Sa2a,Neurotoxic
P0DQC2,U-scoloptoxin-Sm3a -Sm3a,Neurotoxic
P0DQC3,U-scoloptoxin-Sa3a -Sa3a,Neurotoxic
P0DQC4,U-scoloptoxin-Er1a -Er1a,Non-toxic
P0DQC5,U-scoloptoxin-Er2a -Er2a,Non-toxic
P0DQC6,U-scoloptoxin-Er3a -Er3a,Non-toxic
P0DQC7,U-scoloptoxin-Er4a -Er4a,Non-toxic
P0DQC8,U-scoloptoxin-Er5a -Er5a,Non-toxic
P0DQC9,U-scoloptoxin-Er6a -Er6a,Neurotoxic
P0DQD0,U-scoloptoxin-Er7a -Er7a,Neurotoxic
P0DQD9,U-scoloptoxin-Sm3a -Sm3a,Neurotoxic
P0DQE0,U-scoloptoxin-Sm4a -Sm4a,Neurotoxic
P0DQE2,U-scoloptoxin-Cw1a -Cw1a,Neurotoxic
P0DQE3,U-scoloptoxin-Sa1a -Sa1a,Non-toxic
P0DQE4,U-scoloptoxin-Er1a -Er1a,Non-toxic
P0DQE5,U-scoloptoxin-Er2a -Er2a,Non-toxic
P0DQE6,U-scoloptoxin-Er3a -Er3a,Non-toxic
P0DQE7,U-scoloptoxin-Er1a -Er1a,Neurotoxic
P0DQE8,U-scoloptoxin-Tl1a -Tl1a,Neurotoxic
P0DQE9,U-scoloptoxin-Sm1a -Sm1a,Neurotoxic
P0DQF0,U-scoloptoxin-Cw1a -Cw1a,Non-toxic
P0DQF1,U-scoloptoxin-Sm1a -Sm1a,Neurotoxic
P0DQF2,U-scoloptoxin-Sm1a -Sm1a,Non-toxic
P0DQF3,U-scoloptoxin-Sm2a -Sm2a,Non-toxic
P0DQF4,U-scoloptoxin-Sm3a -Sm3a,Non-toxic
P0DQF5,U-scoloptoxin-Er1a -Er1a,Non-toxic
P0DQF6,U-scoloptoxin-Cw1a -Cw1a,Non-toxic
P0DQF7,U-scoloptoxin-Er1a -Er1a,Non-toxic
P0DQF8,U-scoloptoxin-Er2a -Er2a,Neurotoxic
P0DQF9,U-scoloptoxin-Er1a -Er1a,Non-toxic
P0DQG0,U-scoloptoxin-Er2a -Er2a,Non-toxic
P0DQG1,U-scoloptoxin-Er1a -Er1a,Non-toxic
P0DQG2,U-scoloptoxin-Er8a -Er8a,Neurotoxic
P0DQG3,U-scoloptoxin-Er9a -Er9a,Neurotoxic
P0DQG4,U-scoloptoxin-Er10a -Er10a,Neurotoxic
P0DQG5,U-scoloptoxin-Er11a -Er11a,Non-toxic
P0DQG6,U-scoloptoxin-Er12a -Er12a,Neurotoxic
P0DQG7,U-scoloptoxin-Er13a -Er13a,Neurotoxic
P0DQG8,U-scoloptoxin-Sm1a -Sm1a,Non-toxic
P0DQG9,U-scoloptoxin-Sm2a -Sm2a,Neurotoxic
P0DQH1,U-scoloptoxin-Er1a -Er1a,Neurotoxic
P0DQH6,Beta-toxin Tf4a,Neurotoxic
P0DQI8,U-Asilidin-Mar1a,Neurotoxic
P0DQI9,U-Asilidin-Mar2a,Neurotoxic
P0DQJ0,U-Asilidin-Mar3a,Neurotoxic
P0DQJ1,U-Asilidin-Eru1a,Neurotoxic
P0DQN1,Beta/mu-theraphotoxin-Pe1a ,Neurotoxic
P0DQN4,Potassium channel toxin Sp4 ,Neurotoxic
P0DQO8,Conotoxin reg3l,Neurotoxic
P0DQR9,Venom platylysin,Non-toxic
P0DQT2,Antimicrobial peptide ToAP3,Neurotoxic
P0DQT4,H-bracotoxin-Cf4 ,Neurotoxic
P0DQT7,Defensin BmKDfsin1,Neurotoxic
P0DQT8,Defensin BmKDfsin2,Neurotoxic
P0DQU1,Defensin BmKDfsin6,Neurotoxic
P0DQU3,Potassium channel toxin,Neurotoxic
P0DQU4,Probable bradykinin-potentiating peptide  ,Non-toxic
P0DQU5,Potassium channel toxin,Neurotoxic
P0DQX7,Antimicrobial peptide Xac-3 ,Non-toxic
P0DQX8,Antimicrobial peptide Xac-4 ,Non-toxic
P0DQX9,OMEGA-myrmeciitoxin-Mc1a  -Mc1a,Neurotoxic
P0DQY8,Elevenin ,Non-toxic
P0DQY9,Elevenin,Non-toxic
P0DQZ1,Conotoxin QcMNCL-XIII0.1,Neurotoxic
P0DQZ3,Waprin-like protein,Neurotoxic
P0DRA9,Omega-lycotoxin-Lp1a  1e ,Neurotoxic
P0DRC5,Toxin NaTx-4,Neurotoxic
P0DRC6,Toxin NaTx-13,Non-toxic
P0DRC7,Toxin NaTx-22,Neurotoxic
P0DRD6,Myrmicitoxin-Pm7a -Pm7a,Non-toxic
P0DRE0,Cryptide TyPep-5,Neurotoxic
P0DRE1,Cryptide TyPep-9,Neurotoxic
P0DRE2,Cryptide TyPep-11,Non-toxic
P0DRE3,Cryptide TyPep-12,Neurotoxic
P0DRE4,Cryptide TyPep-15,Neurotoxic
P0DRE5,Cryptide TyPep-18,Neurotoxic
P0DRE6,Cryptide Pep-1,Non-toxic
P0DRE7,Cryptide Pep-2,Neurotoxic
P0DRE8,Cryptide Pep-3,Non-toxic
P0DRE9,Cryptide Pep-4,Neurotoxic
P0DRF0,Cryptide Pep-5,Non-toxic
P0DRF1,Cryptide Pep-6,Neurotoxic
P0DRF2,Cryptide Pep-7,Non-toxic
P0DRF3,Cryptide Pep-8,Non-toxic
P0DRF4,Cryptide Pep-9,Non-toxic
P0DRF5,Cryptide Pep-10,Neurotoxic
P0DRF6,Cryptide Pep-11,Non-toxic
P0DRF7,Cryptide Pep-12,Neurotoxic
P0DRF8,Cryptide Pep-13,Neurotoxic
P0DRG0,Cryptide Pep-15,Non-toxic
P0DRG2,Cryptide Pep-17,Non-toxic
P0DRG3,Cryptide Pep-18,Non-toxic
P0DRG4,Cryptide Pep-19,Non-toxic
P0DRG5,Cryptide Pep-20,Non-toxic
P0DRG6,Cryptide Pep-21,Non-toxic
P0DRG7,Cryptide Pep-22,Neurotoxic
P0DRG8,Cryptide Pep-23,Neurotoxic
P0DRG9,Cryptide Pep-24,Neurotoxic
P0DRH0,Cryptide Pep-25,Neurotoxic
P0DRH1,Cryptide Pep-26,Non-toxic
P0DRH2,Cryptide Pep-27,Non-toxic
P0DRI6,Xibalbin-1  -Xt1a -Xt1a,Neurotoxic
P0DRI9,Xibalbin-13 2  -Xt1b -Xt1b,Neurotoxic
P0DRJ0,Venom metalloprotease inhibitor ,Neurotoxic
P0DRJ1,Serine protease inhibitor ,Non-toxic
P0DRJ6,Bradykinin-potentiating peptide Cdc ,Non-toxic
P0DSI3,Venom allergen 3 homolog  ,Non-toxic
P0DSI6,U-myrmicitoxin-Tb5a -Tb5 -Tb5a,Neurotoxic
P0DSI7,U1-poneritoxin-Na3a   ,Non-toxic
P0DSI8,U1-poneritoxin-Ni3a   ,Non-toxic
P0DSI9,U1-poneritoxin-Na3b   ,Non-toxic
P0DSJ0,U1-poneritoxin-Ni3b   ,Non-toxic
P0DSJ1,U1-poneritoxin-Ni3c   ,Non-toxic
P0DSJ2,U1-poneritoxin-Ni3d   ,Non-toxic
P0DSJ3,U1-poneritoxin-Ni2a   ,Non-toxic
P0DSJ7,U-myrmeciitoxin-Mg4b -Mg4b -Mg4b,Neurotoxic
P0DSJ8,U-myrmeciitoxin-Mg5a -Mg5a -Mg5a,Non-toxic
P0DSJ9,U-myrmeciitoxin-Mg5b -Mg5b -Mg5b,Non-toxic
P0DSK1,U-myrmeciitoxin-Mg6a -Mg6a -Mg6a,Non-toxic
P0DSK2,M-poneratoxin-Dq4e   -Dq7a -Dq7  -Dq7a ,Non-toxic
P0DSK4,U-myrmeciitoxin-Mg7c -Mg7c -Mg7c,Non-toxic
P0DSK5,U-myrmeciitoxin-Mg8a -Mg8a -Mg8a,Non-toxic
P0DSK6,U-myrmeciitoxin-Mg8b -Mg8b -Mg8b,Non-toxic
P0DSK8,U1-ectatotoxin-Eb1a subunit A  ,Non-toxic
P0DSK9,U1-ectatotoxin-Eb1a subunit B  ,Non-toxic
P0DSL1,U1-ectatotoxin-Et1b subunit A  ,Neurotoxic
P0DSL2,U1-ectatotoxin-Et1b subunit B  ,Neurotoxic
P0DSL3,U1-ectatotoxin-Eb1b  ,Non-toxic
P0DSL6,U1-poneritoxin-Dq5a   ,Neurotoxic
P0DSM2,U1-poneritoxin-Na1a   ,Non-toxic
P0DSM3,U1-poneritoxin-Ni1a   ,Neurotoxic
P0DSM5,U1-poneritoxin-Ni1b   ,Non-toxic
P0DSM9,Weak toxin NWT,Neurotoxic
P0DSN1,Naniproin,Cardiotoxic
P0DSO4,Alpha-toxin Tf3,Neurotoxic
P0DSO5,Beta-toxin Tf1,Neurotoxic
P0DTJ4,Conotoxin ba3a,Neurotoxic
P0DTX2,Conotoxin Cal12.2e ,Neurotoxic
P0DTX3,Conotoxin Cal12.4 ,Neurotoxic
P0DTX4,Conotoxin Cal12.5 ,Neurotoxic
P0DTX5,Conotoxin Cal14.14 ,Neurotoxic
P0DTX6,Conotoxin Cal27 ,Neurotoxic
P0DTX7,Conotoxin Cal29b ,Neurotoxic
P0DTX8,Conotoxin Cal30 ,Neurotoxic
P0DTX9,Conotoxin Cal6.17 ,Neurotoxic
P0DTY0,Conotoxin Cal6.18 ,Neurotoxic
P0DTY1,Conotoxin Cal6.19 ,Neurotoxic
P0DTY2,Conotoxin Cal6.20 ,Neurotoxic
P0DTY3,Conotoxin Cal6.21 ,Neurotoxic
P0DTY4,Conotoxin Cal6.22 ,Neurotoxic
P0DTY5,Conotoxin Cal6.23 ,Neurotoxic
P0DTY6,Conotoxin Cal6.24 ,Neurotoxic
P0DTY7,Conotoxin Cal6.25 ,Neurotoxic
P0DTY8,Conotoxin Cal6.26 ,Neurotoxic
P0DTY9,Conotoxin Cal6.27 ,Neurotoxic
P0DTZ0,Conotoxin Cal6.28 ,Neurotoxic
P0DTZ1,Conotoxin Cal6.29 ,Neurotoxic
P0DTZ2,Conotoxin Cal6.30 ,Neurotoxic
P0DTZ3,Conotoxin Cal6.31 ,Neurotoxic
P0DTZ4,Conotoxin Cal6.32 ,Neurotoxic
P0DTZ5,Conotoxin Cal6.33 ,Neurotoxic
P0DTZ6,Conotoxin Cal6.34 ,Neurotoxic
P0DTZ7,Conotoxin Cal6.35 ,Neurotoxic
P0DTZ8,Conotoxin Cal6.36 ,Neurotoxic
P0DTZ9,Conotoxin Cal6.37 ,Neurotoxic
P0DUA0,Conotoxin Cal6.38 ,Neurotoxic
P0DUA1,Conotoxin Cal6.39 ,Neurotoxic
P0DUA2,Conotoxin Cal6.40 ,Neurotoxic
P0DUA3,Conotoxin Cal6.41a ,Neurotoxic
P0DUA4,Conotoxin Cal6.41b ,Neurotoxic
P0DUA5,Conotoxin Cal6.41c ,Neurotoxic
P0DUA6,Contryphan-Cal1 ,Neurotoxic
P0DUA7,Contryphan-Cal2 ,Neurotoxic
P0DUA8,Contryphan-Cal3 ,Neurotoxic
P0DUA9,Contryphan-Cal4 ,Neurotoxic
P0DUB0,Conotoxin Im14.3 ,Neurotoxic
P0DUJ4,NU-theraphotoxin-Preg1a  ,Neurotoxic
P0DUQ4,Conorfamide-Ep1  ,Non-toxic
P0DUQ8,Conotoxin Pl064,Non-toxic
P0DUR3,Conotoxin In1696,Neurotoxic
P0DUS0,-proctolin ,Non-toxic
P0DUU3,Conotoxin Ama1251,Neurotoxic
P0DUU6,Venom peptide Sa81,Neurotoxic
P0DUU7,Venom peptide Sa10,Non-toxic
P0DUU8,Venom peptide Sh41,Neurotoxic
P0DUU9,Venom peptide Sh42,Neurotoxic
P0DUV0,Peptide Bm-10,Non-toxic
P0DUW7,Antioxidant protein SmP90,Neurotoxic
P0DV13,U-reduvitoxin-Pbi1a  ,Neurotoxic
P0DV63,Polydim-I,Non-toxic
